13.78.187.58,array802.prod.do.dsp.mp.microsoft.com
35.186.224.53,spclient.wg.spotify.com
35.186.224.53,spclient.wg.spotify.com
24.105.29.76,telemetry-in.battle.net
13.224.12.87,api-cache.blizzcon.com
128.116.112.44,users.roblox.com
52.179.129.229,arc.msn.com
172.253.63.188,mtalk.google.com
104.16.120.50,auth.riotgames.com
104.18.25.250,pas.geo.si.riotgames.com
104.16.198.132,entitlements.auth.riotgames.com
13.225.218.138,d3cv4a9a9wh0bt.cloudfront.net
13.225.218.138,d3cv4a9a9wh0bt.cloudfront.net
54.239.17.112,s.amazon-adsystem.com
54.239.17.112,s.amazon-adsystem.com
52.35.183.78,ekg.riotgames.com
31.13.65.1,graph.facebook.com
52.179.224.121,client.wns.windows.com
172.217.9.228,www.google.com
96.6.24.40,www.weibo.com
208.80.154.224,en.wikipedia.org
13.88.28.53,browser.pipe.aria.microsoft.com
148.153.64.18,api.bilibili.com
52.114.75.78,v10.events.data.microsoft.com
104.31.73.228,123movies.sc
104.31.73.228,123movies.sc
148.153.38.118,message.bilibili.com
128.116.112.44,users.roblox.com
104.31.73.228,123movies.sc
164.52.33.179,data.bilibili.com
164.52.33.179,data.bilibili.com
164.52.33.179,data.bilibili.com
13.74.179.117,slscr.update.microsoft.com
104.22.3.109,builds.parsecgaming.com
104.22.3.109,builds.parsecgaming.com
52.114.75.78,v10.events.data.microsoft.com
104.31.72.228,ww.123movies.sc
17.249.121.246,api-glb-nyc.smoot.apple.com
17.249.121.246,api-glb-nyc.smoot.apple.com
172.217.10.234,safebrowsing.googleapis.com
151.101.204.193,i.imgur.com
172.217.12.202,fonts.googleapis.com
68.67.160.186,ib.adnxs.com
35.170.142.8,rtm.tnt-ea.com
52.114.158.92,mobile.pipe.aria.microsoft.com
31.13.65.36,connect.facebook.com
172.217.6.205,accounts.google.com
172.217.10.131,fonts.gstatic.com
180.149.153.11,rm.api.weibo.com
172.217.10.131,ssl.gstatic.com
31.13.65.7,connect.facebook.net
31.13.65.7,connect.facebook.net
38.106.231.204,osfsr.lenovomm.com
180.149.153.11,rm.api.weibo.com
35.186.224.53,spclient.wg.spotify.com
148.153.64.18,api.bilibili.com
104.16.198.132,entitlements.auth.riotgames.com
104.16.3.92,na.ledge.leagueoflegends.com
40.126.2.37,login.windows.net
172.217.6.193,images2-focus-opensocial.googleusercontent.com
40.90.142.240,storage.live.com
172.217.6.193,images2-focus-opensocial.googleusercontent.com
172.217.6.193,images2-focus-opensocial.googleusercontent.com
172.217.6.193,images2-focus-opensocial.googleusercontent.com
172.217.6.193,images2-focus-opensocial.googleusercontent.com
172.217.6.193,images2-focus-opensocial.googleusercontent.com
52.239.198.228,onedriveclubprodbn20007.blob.core.windows.net
31.13.65.36,connect.facebook.com
31.13.65.7,connect.facebook.net
40.90.22.185,login.live.com
52.158.208.111,watson.telemetry.microsoft.com
52.114.76.34,v10.events.data.microsoft.com
52.35.183.78,ekg.riotgames.com
54.84.155.179,www.netflix.com
128.116.112.44,users.roblox.com
52.179.129.229,arc.msn.com
151.139.128.10,kit-free.fontawesome.com
104.16.85.20,cdn.jsdelivr.net
108.167.183.84,aquascapinglove.com
23.78.208.56,init.itunes.apple.com
96.6.24.89,xp.apple.com
35.186.224.47,dealer.spotify.com
23.78.208.56,su.itunes.apple.com
104.255.107.132,nba2k20-ws.2ksports.com
148.153.38.118,api.bilibili.com
13.225.218.138,d3cv4a9a9wh0bt.cloudfront.net
17.253.21.207,valid.apple.com
3.17.209.203,capi.connatix.com
13.107.3.128,config.edge.skype.com
172.253.122.109,imap.gmail.com
172.253.122.109,imap.gmail.com
52.1.9.217,datarouter.ol.epicgames.com
54.239.17.112,s.amazon-adsystem.com
54.239.17.112,s.amazon-adsystem.com
52.159.17.76,tsfe.trafficshaping.dsp.mp.microsoft.com
151.101.200.134,123moviessc.disqus.com
151.101.64.134,disqus.com
104.16.77.166,c.disquscdn.com
104.16.77.166,c.disquscdn.com
104.18.36.7,fix.db1k.com
151.101.202.49,a.disquscdn.com
104.23.131.67,hqq.tv
31.13.65.36,www.facebook.com
151.101.2.217,browser.sentry-cdn.com
23.78.208.56,init.itunes.apple.com
96.6.24.89,xp.apple.com
172.217.10.68,www.google.com
104.16.86.20,cdn.jsdelivr.net
104.16.86.20,cdn.jsdelivr.net
104.16.86.20,cdn.jsdelivr.net
104.16.86.20,cdn.jsdelivr.net
104.16.86.20,cdn.jsdelivr.net
104.16.86.20,cdn.jsdelivr.net
172.217.3.99,www.gstatic.com
52.4.42.220,prd-collector-anon.playbuzz.com
180.149.153.11,rm.api.weibo.com
151.101.248.64,glitter.services.disqus.com
172.217.3.112,storage.googleapis.com
172.217.11.16,vkcdnservice.appspot.com.storage.googleapis.com
172.217.11.16,vkcdnservice.appspot.com.storage.googleapis.com
213.186.120.182,cdn-s1.vkcache.com
35.188.42.15,sentry.io
172.217.9.229,mail.google.com
172.217.11.42,remotedesktop-pa.googleapis.com
172.217.11.42,remotedesktop-pa.googleapis.com
20.36.218.208,presence-heartbeat.xboxlive.com
180.149.153.11,rm.api.weibo.com
173.222.100.177,www.zhihu.com
104.16.0.92,na.ledge.leagueoflegends.com
37.48.92.173,yref67.vkcache.com
39.106.232.147,ldc.lenovo.com.cn
148.153.38.118,api.bilibili.com
38.106.231.204,osfsr.lenovomm.com
38.106.231.204,osfsr.lenovomm.com
148.153.38.118,api.vc.bilibili.com
172.217.7.10,play.googleapis.com
128.116.112.44,users.roblox.com
52.179.129.229,arc.msn.com
96.6.24.40,www.weibo.com
208.80.154.224,en.wikipedia.org
40.122.160.14,mobile.pipe.aria.microsoft.com
148.153.38.118,api.bilibili.com
37.48.92.173,yref67.vkcache.com
37.48.92.173,yref67.vkcache.com
68.67.160.186,ib.adnxs.com
128.116.112.44,users.roblox.com
148.153.64.18,api.vc.bilibili.com
52.177.165.30,client.wns.windows.com
34.199.64.198,prod-rel-ffc-ccm.oobesaas.adobe.com
40.90.22.185,login.live.com
52.4.184.237,polka.typekit.com
54.229.248.56,ws1.dashlane.com
52.177.165.30,client.wns.windows.com
3.90.133.71,p13n.adobe.io
13.225.220.60,cdn-ffc.oobesaas.adobe.com
17.248.131.137,p23-keyvalueservice.icloud.com
47.246.24.226,i0.hdslb.com
148.153.38.118,www.bilibili.com
148.153.38.118,www.bilibili.com
47.246.24.226,s1.hdslb.com
54.186.10.67,ekg.riotgames.com
13.225.230.8,connect.ffc.adobeoobe.com
54.236.152.224,na1e-acc.services.adobe.com
180.149.153.11,rm.api.weibo.com
52.34.208.16,ekg.riotgames.com
13.225.218.21,d3cv4a9a9wh0bt.cloudfront.net
13.225.220.60,cdn-ffc.oobesaas.adobe.com
59.111.239.61,httpdns.n.netease.com
13.225.230.27,www.geoguessr.com
13.107.42.12,bn1303.storage.live.com
148.153.38.118,api.bilibili.com
52.239.157.138,onedriveclucprodbn20004.blob.core.windows.net
